img,x1,y1,x2,y2,category
1261,99,69,436,276,13
1262,84,113,463,297,13
1263,0,8,320,198,13
1264,0,10,200,131,13
1265,44,10,276,226,13
1266,20,12,314,232,13
1267,84,2,157,135,13
1268,52,31,415,280,13
1269,41,6,216,177,13
1270,40,48,777,476,13
1271,12,52,240,256,13
1272,26,21,552,465,13
1273,21,18,183,146,13
1274,68,62,187,150,13
1275,0,0,192,274,13
1276,0,0,320,240,13
1277,0,0,180,240,13
1278,0,5,279,213,13
1279,0,0,355,154,13
1280,0,44,207,237,13
1281,26,81,320,260,13
1282,0,0,380,285,13
1283,0,0,352,288,13
1284,0,0,320,253,13
1285,0,38,270,203,13
1286,33,10,233,126,13
1287,0,9,240,157,13
1288,0,0,198,269,13
1289,0,0,346,230,13
1290,0,147,314,336,13
1291,0,43,461,444,13
1292,56,72,313,194,13
1293,6,30,320,192,13
1294,27,16,221,160,13
1295,0,0,300,160,13
1296,19,25,384,281,13
1297,17,30,323,277,13
1298,0,0,280,210,13
1299,29,19,486,375,13
9169,0,160,360,306,13
9174,9,72,282,460,13
9227,24,85,280,465,13
9347,138,193,324,295,13
10700,0,36,360,456,13
10705,0,63,360,480,13
10761,0,63,358,478,13
10920,1,27,360,460,13
10922,0,0,360,480,13
10935,0,108,360,480,13
10936,0,1,360,480,13
13812,5,92,194,182,13
14278,195,164,390,392,13
14296,221,0,585,378,13
14611,15,353,265,573,13
14614,18,283,253,485,13
14845,39,73,302,724,13
16030,164,192,488,330,13
16429,340,68,626,392,13
16441,154,97,476,275,13
16441,18,229,341,449,13
4692,0,29,450,446,48
4693,165,106,607,465,48
4694,87,56,326,264,48
4695,0,23,700,465,48
4696,18,160,760,588,48
4697,0,13,400,352,48
4698,74,8,620,392,48
4699,117,40,510,363,48
4700,0,0,569,427,48
4701,151,28,700,457,48
4702,0,0,640,480,48
4703,0,0,450,429,48
4704,286,100,565,329,48
4705,0,0,580,435,48
4706,0,0,611,475,48
4707,0,45,640,448,48
4708,0,0,480,375,48
4709,0,51,500,355,48
4710,0,81,500,355,48
4711,0,38,500,375,48
4712,0,47,500,466,48
4713,8,87,195,308,48
4714,71,0,421,357,48
4715,160,45,325,225,48
4716,46,50,500,367,48
4717,20,25,456,355,48
4718,0,0,500,333,48
4719,0,0,500,375,48
4720,0,0,500,375,48
4721,0,0,500,375,48
4722,0,0,471,375,48
4723,0,32,500,480,48
4724,0,0,375,500,48
4725,0,0,500,500,48
4726,0,40,335,255,48
4727,35,0,500,336,48
4728,21,11,475,345,48
4729,13,66,453,401,48
4730,61,0,468,383,48
4731,15,37,500,500,48
4732,26,36,500,375,48
4733,0,98,407,307,48
4734,42,50,460,440,48
4735,19,55,432,343,48
4736,0,26,500,355,48
4737,0,80,480,479,48
4738,81,146,704,453,48
4739,260,109,640,512,48
4740,254,170,614,386,48
4741,269,394,564,594,48
4742,0,0,800,600,48
4743,246,42,612,286,48
4744,38,0,800,560,48
4745,0,271,383,564,48
4746,396,45,700,393,48
4747,26,112,800,521,48
4748,220,28,527,288,48
4749,0,80,800,468,48
4750,0,377,605,600,48
4751,0,47,326,360,48
4752,0,101,666,533,48
4753,156,71,666,521,48
4754,30,0,750,461,48
4755,158,22,658,550,48
4756,0,100,640,480,48
4757,13,0,626,435,48
4758,122,103,719,543,48
4759,0,0,800,530,48
4760,56,46,764,533,48
4761,0,0,650,435,48
4762,144,102,750,579,48
4763,15,94,631,513,48
4764,154,28,439,301,48
4765,381,18,725,256,48
4766,18,16,792,734,48
4767,47,78,693,522,48
4768,164,92,687,542,48
4769,0,0,800,533,48
4770,148,101,745,556,48
4771,126,33,594,535,48
4772,162,123,631,553,48
4773,162,0,631,466,48
4774,339,1,538,189,48
4775,97,164,485,418,48
4776,0,0,800,600,48
4777,0,0,719,596,48
4778,0,182,535,594,48
4779,0,28,800,527,48
4780,168,112,706,566,48
4781,184,74,672,600,48
4782,0,63,500,342,48
4783,232,59,315,144,48
4784,26,18,485,370,48
4785,0,0,500,375,48
4786,106,0,573,480,48
4787,64,25,380,283,48
4788,0,0,360,507,48
4789,0,35,480,466,48
4790,0,0,640,480,48
4791,27,0,799,600,48
9076,36,67,360,429,48
9077,70,127,285,295,48
9097,84,154,402,310,48
9122,69,99,303,421,48
9195,69,67,465,342,48
13671,464,264,628,438,48
13687,228,75,571,373,48
13883,60,103,476,298,48
14009,25,29,290,257,48
14044,265,143,535,326,48
14044,551,101,785,300,48
14350,355,38,643,211,48
14400,33,12,333,310,48
14411,206,230,718,426,48
14559,1,3,786,600,48
14639,18,84,420,402,48
14683,18,6,656,403,48
14701,0,72,179,281,48
14737,15,118,790,600,48
14871,16,40,230,260,48
14882,328,24,448,132,48
15653,448,171,598,350,48
15779,16,61,600,446,48
15921,223,295,338,360,48
15982,45,37,441,627,48
6089,15,86,244,186,61
6090,0,37,300,181,61
6091,30,12,372,300,61
6092,0,0,373,300,61
6093,57,79,295,191,61
6094,14,45,164,121,61
6095,0,0,580,142,61
6096,62,75,222,198,61
6097,0,0,540,367,61
6098,64,36,386,254,61
6099,0,52,258,164,61
6100,163,64,350,179,61
6101,21,98,258,183,61
6102,31,45,220,121,61
6103,46,23,215,111,61
6104,73,121,330,308,61
6105,25,17,218,183,61
6106,117,66,418,235,61
6107,0,28,210,111,61
6108,18,26,158,118,61
6109,94,87,220,189,61
6110,8,56,301,174,61
6111,5,35,235,158,61
6112,63,93,249,172,61
6113,28,27,169,128,61
6114,9,50,308,216,61
6115,0,75,240,162,61
6116,29,26,380,239,61
6117,39,15,252,176,61
6118,25,30,234,172,61
6119,18,33,523,350,61
6120,50,145,258,292,61
6121,0,9,139,159,61
6122,16,31,210,141,61
6123,18,15,300,288,61
6124,12,59,270,173,61
6125,66,17,231,141,61
6126,66,110,238,213,61
6127,122,33,384,243,61
6128,81,90,285,219,61
6129,139,75,583,227,61
6130,93,85,430,285,61
6131,41,61,118,136,61
6132,324,19,627,178,61
6133,2,30,201,131,61
6134,15,25,232,210,61
6135,37,100,220,220,61
6136,96,61,472,247,61
6137,85,46,171,108,61
6138,4,19,86,104,61
6139,81,50,171,108,61
6140,73,38,168,106,61
6141,9,41,160,96,61
6142,6,58,300,164,61
6143,25,94,283,195,61
6144,57,52,282,151,61
6145,30,0,500,280,61
6146,6,47,223,143,61
6147,116,256,475,390,61
6148,31,58,202,156,61
6149,0,18,320,240,61
6150,36,42,210,131,61
6151,165,123,387,286,61
6152,102,100,423,300,61
6153,0,88,389,247,61
6154,21,20,168,126,61
6155,0,0,190,131,61
6156,38,35,165,119,61
6157,12,37,210,113,61
6158,106,42,242,135,61
6159,88,42,274,144,61
6160,0,7,214,166,61
6161,113,46,249,128,61
6162,37,33,269,190,61
6163,24,41,215,139,61
6164,122,55,250,130,61
6165,98,45,267,138,61
6166,126,49,226,128,61
6167,78,38,263,132,61
6168,31,27,115,83,61
6169,5,93,240,196,61
6170,9,10,355,293,61
6171,111,66,555,372,61
6172,4,40,172,157,61
6173,0,100,210,180,61
6174,58,78,172,153,61
6175,42,40,155,155,61
6176,9,19,172,126,61
6177,0,8,255,210,61
6178,0,58,180,180,61
6179,246,15,500,279,61
6180,2,72,333,219,61
6181,0,33,205,102,61
6182,52,41,204,124,61
6183,9,46,246,163,61
6184,0,53,573,430,61
6185,74,63,141,102,61
6186,0,18,600,421,61
6187,112,50,308,192,61
6188,183,32,322,177,61
6990,286,40,500,309,61
6993,30,194,490,350,61
7178,266,206,422,362,61
9255,96,120,318,288,61
14182,193,78,631,245,61
15370,316,221,580,390,61
15792,323,108,532,246,61
16069,297,123,510,264,61
2092,4,15,172,127,22
2093,141,33,279,156,22
2094,0,18,161,189,22
2095,86,19,220,145,22
2096,147,36,279,150,22
2097,55,0,255,191,22
2098,10,17,187,148,22
2099,2,1,181,135,22
2100,0,6,210,158,22
2101,88,38,306,226,22
2102,10,0,135,94,22
2103,43,6,180,126,22
2104,47,8,215,150,22
2105,0,21,480,360,22
2106,59,24,173,106,22
2107,0,3,130,140,22
2108,0,30,219,225,22
2109,40,7,169,122,22
2110,0,9,180,134,22
2111,0,0,201,150,22
2112,0,0,318,265,22
2113,227,226,581,444,22
2114,95,0,257,158,22
2115,12,28,145,140,22
2116,45,18,175,112,22
2117,34,5,171,128,22
2118,118,129,426,375,22
2119,16,0,320,240,22
2120,0,31,248,202,22
2121,0,22,320,244,22
2122,0,43,297,294,22
2123,35,115,513,397,22
2124,20,0,146,105,22
2125,0,46,299,290,22
2126,17,29,413,340,22
2127,56,57,509,388,22
2128,0,1,157,108,22
2129,6,0,256,164,22
2130,58,22,341,221,22
2131,59,6,160,113,22
2132,134,12,746,358,22
2133,9,50,238,183,22
2134,0,27,450,450,22
2135,74,14,190,114,22
2136,126,15,240,120,22
2137,27,12,274,108,22
2138,39,12,180,135,22
2139,285,9,545,178,22
2140,161,0,520,274,22
2141,18,12,106,67,22
2142,63,17,210,110,22
2143,54,23,180,135,22
2144,106,21,261,151,22
2145,0,0,170,127,22
2146,61,7,175,123,22
2147,111,29,400,300,22
2148,36,0,175,140,22
2149,108,0,580,297,22
2150,14,5,99,78,22
2151,15,7,250,160,22
2152,0,33,169,140,22
2153,43,92,248,237,22
2154,0,0,400,300,22
2155,6,2,188,136,22
2156,8,0,180,99,22
2157,19,20,229,201,22
2158,1,14,133,124,22
2159,0,6,222,207,22
2160,52,10,160,120,22
2161,69,3,300,118,22
2162,68,0,258,148,22
2163,6,40,141,150,22
2164,15,63,210,144,22
2165,60,37,235,157,22
2166,11,10,177,142,22
2167,0,27,97,101,22
2168,138,54,320,240,22
2169,62,22,288,174,22
2170,85,30,200,101,22
2171,49,2,149,94,22
2172,44,14,176,132,22
2173,18,13,180,135,22
2174,54,13,321,205,22
2175,13,0,395,300,22
2176,59,0,172,104,22
2177,98,18,320,218,22
2178,96,24,320,208,22
2179,48,4,170,127,22
2180,51,25,170,128,22
2181,12,112,216,240,22
2182,69,32,193,137,22
2183,80,41,200,124,22
2184,15,29,142,113,22
2185,11,18,249,203,22
2186,153,25,400,285,22
2187,70,5,294,227,22
2188,15,60,791,566,22
2189,5,15,156,132,22
2190,0,0,169,127,22
2191,0,0,170,128,22
9065,34,122,453,474,22
9086,22,42,342,381,22
9087,75,31,405,327,22
9088,0,18,340,450,22
9099,21,84,255,373,22
9150,48,87,231,313,22
9153,150,175,366,327,22
9155,9,96,336,396,22
9156,13,75,310,378,22
9159,18,70,342,366,22
9162,12,87,360,387,22
9163,0,67,322,390,22
9164,1,69,346,396,22
9170,0,81,267,394,22
9171,0,103,360,423,22
9187,45,135,232,336,22
9189,87,57,322,294,22
9190,33,100,318,361,22
9191,69,72,417,318,22
9223,9,75,255,372,22
9241,54,93,330,381,22
9279,48,1,256,319,22
10590,0,84,360,415,22
10613,18,0,459,360,22
10614,0,0,360,442,22
10615,0,0,360,480,22
10686,0,54,358,422,22
10687,0,57,342,405,22
10690,0,39,358,394,22
10692,0,50,360,422,22
10694,0,39,354,414,22
10695,0,39,360,420,22
10701,0,52,267,414,22
10702,0,60,355,465,22
10723,0,10,480,360,22
10755,0,49,263,410,22
10874,0,6,358,420,22
10906,0,103,288,447,22
10947,0,0,355,480,22
11023,0,43,288,423,22
11236,0,13,316,474,22
12112,217,0,380,291,22
12116,102,59,239,180,22
12181,0,0,400,237,22
14210,120,26,320,148,22
14219,96,34,277,150,22
14345,0,16,638,486,22
14401,160,97,521,443,22
14410,203,17,771,450,22
14412,65,180,421,450,22
14594,36,8,188,120,22
14786,150,76,632,362,22
14846,172,152,340,290,22
15089,231,28,501,249,22
15324,0,159,261,422,22
15367,0,275,308,555,22
15488,0,8,474,480,22
15597,0,91,372,450,22
15598,46,55,492,445,22
15830,256,41,588,251,22
15867,250,57,600,340,22
15899,238,47,480,291,22
16217,268,107,596,447,22
2192,38,14,383,288,23
2193,56,37,341,273,23
2194,55,23,367,272,23
2195,42,25,309,232,23
2196,50,29,285,242,23
2197,5,16,396,278,23
2198,57,18,295,244,23
2199,58,0,573,480,23
2200,46,28,360,273,23
2201,31,10,326,245,23
2202,13,24,388,273,23
2203,34,0,617,477,23
2204,28,0,574,480,23
2205,61,0,555,481,23
2206,56,0,552,503,23
2207,54,0,548,480,23
2208,20,0,628,480,23
2209,13,0,190,157,23
2210,34,0,282,240,23
2211,27,0,188,148,23
2212,72,0,577,478,23
2213,84,0,714,594,23
2214,13,0,185,157,23
2215,0,0,210,158,23
2216,16,42,255,177,23
2217,0,0,300,225,23
2218,22,0,182,158,23
2219,1,17,236,177,23
2220,22,0,614,480,23
2221,0,7,300,294,23
2222,32,0,284,240,23
2223,0,0,420,315,23
2224,44,0,596,480,23
2225,24,0,620,472,23
2226,4,4,199,151,23
2227,0,9,204,149,23
2228,0,0,640,480,23
2229,66,0,568,480,23
2230,32,0,628,473,23
2231,26,0,624,480,23
2232,75,0,728,600,23
2233,46,0,752,600,23
2234,0,0,200,195,23
2235,21,7,201,133,23
2236,0,0,85,78,23
2237,0,2,210,158,23
2238,15,9,194,150,23
2239,48,12,272,232,23
2240,14,3,197,150,23
2241,56,28,566,432,23
2242,0,0,640,480,23
2243,57,0,544,480,23
2244,8,0,201,155,23
2245,24,0,274,240,23
2246,49,17,308,253,23
2247,36,27,374,272,23
2248,15,18,385,295,23
2249,32,17,289,238,23
2250,23,16,389,300,23
2251,43,7,308,253,23
2252,33,14,301,248,23
2253,13,10,403,297,23
2254,42,26,366,298,23
2255,0,6,380,285,23
2256,69,0,731,600,23
2257,0,0,640,480,23
2258,63,21,319,242,23
2259,30,11,373,287,23
2260,73,0,568,477,23
2261,48,0,568,475,23
2262,19,0,175,150,23
2263,49,14,316,238,23
2264,16,0,196,160,23
2265,38,0,588,480,23
2266,65,0,600,480,23
2267,53,0,580,480,23
2268,52,0,572,480,23
2269,23,0,185,157,23
2270,20,0,290,240,23
2271,5,4,194,192,23
2272,36,29,379,269,23
2273,7,3,401,286,23
2274,78,0,596,472,23
2275,38,3,301,261,23
2276,46,18,351,274,23
2277,14,0,308,240,23
2278,17,1,186,152,23
2279,50,12,313,246,23
2280,59,24,359,281,23
2281,60,4,573,478,23
2282,57,14,315,248,23
2283,0,0,640,480,23
2284,0,0,640,480,23
2285,57,30,372,280,23
2286,64,53,589,424,23
2287,49,14,379,284,23
2288,53,2,608,472,23
2289,52,16,270,230,23
2290,42,0,306,243,23
2291,60,9,542,478,23
9040,96,25,426,313,23
9048,61,51,421,328,23
9060,24,33,582,460,23
9074,0,45,360,423,23
9119,78,48,387,327,23
9123,24,33,340,456,23
9130,0,85,360,369,23
9132,19,40,295,445,23
9138,69,45,378,327,23
9142,36,123,291,364,23
9144,57,45,412,315,23
9148,45,48,360,285,23
9180,30,46,315,369,23
9183,0,114,267,363,23
9193,42,97,423,325,23
9194,9,48,457,333,23
9202,0,93,267,394,23
9220,72,51,382,324,23
9261,66,42,396,346,23
9284,39,30,435,348,23
9296,55,55,411,360,23
9336,9,12,450,330,23
9359,0,73,267,417,23
9361,0,57,360,423,23
9362,0,19,360,435,23
9363,0,6,360,450,23
10576,21,21,465,360,23
10588,1,7,465,360,23
10603,0,0,360,480,23
10647,6,0,462,360,23
10660,0,40,360,429,23
10662,0,0,342,480,23
10669,37,15,400,358,23
10675,15,21,465,354,23
10679,0,4,399,342,23
10711,1,28,349,417,23
10714,0,69,267,412,23
10724,6,54,456,360,23
10733,0,72,267,397,23
10754,60,34,406,336,23
10803,18,0,462,360,23
10810,12,0,462,358,23
10867,33,0,468,360,23
10868,0,0,480,360,23
10873,0,13,360,458,23
10886,0,0,360,468,23
10888,67,0,397,358,23
10901,16,73,270,429,23
10951,0,0,480,360,23
10974,10,1,459,360,23
11006,66,0,463,337,23
11025,0,0,477,360,23
11026,0,0,480,360,23
11111,15,3,444,346,23
11114,10,3,447,360,23
11133,3,51,360,418,23
11150,0,72,360,357,23
11176,0,84,267,408,23
11189,6,0,360,480,23
11190,0,14,360,456,23
11191,0,0,360,460,23
11221,0,0,460,360,23
11224,40,9,438,360,23
11239,0,16,360,463,23
11241,0,42,346,421,23
11242,0,15,360,462,23
11244,0,39,345,420,23
11256,37,0,453,360,23
11267,0,0,462,360,23
11268,0,0,462,360,23
11306,0,0,480,360,23
11307,0,0,480,360,23
11314,81,0,423,270,23
11323,75,54,411,339,23
11379,37,24,432,358,23
11382,46,0,465,360,23
11421,18,0,447,358,23
11469,85,4,421,265,23
11476,24,4,444,333,23
11487,60,7,402,273,23
11488,52,3,412,283,23
11491,63,0,405,282,23
11492,34,0,456,288,23
11493,60,13,399,281,23
11494,34,11,423,287,23
11495,40,0,400,287,23
11496,46,0,418,282,23
11497,0,105,256,391,23
11501,40,16,427,339,23
11549,21,9,474,351,23
11555,18,0,444,327,23
11585,0,0,480,360,23
11586,37,0,472,327,23
11603,187,13,459,249,23
11604,15,3,384,360,23
11605,0,96,237,357,23
11609,37,0,424,351,23
11621,15,7,444,360,23
11623,93,9,418,270,23
11638,6,7,390,360,23
11641,4,0,426,360,23
11644,60,24,480,360,23
11648,90,87,363,342,23
11653,45,12,468,360,23
11655,39,12,463,360,23
11657,0,0,450,360,23
11663,46,27,430,343,23
11664,0,0,480,360,23
11666,0,0,480,360,23
11675,0,0,360,480,23
11685,181,61,668,463,23
11686,373,93,758,389,23
11691,1,0,750,600,23
11697,50,13,658,591,23
12610,27,130,275,350,23
13037,60,8,426,313,23
13602,73,33,504,456,23
13605,144,69,604,448,23
13608,166,9,666,536,23
13610,75,33,726,583,23
13620,78,0,721,600,23
13623,186,66,681,583,23
13624,176,79,652,491,23
13627,104,25,739,600,23
13629,0,0,800,598,23
13631,81,151,711,459,23
13632,41,0,779,600,23
13633,16,0,744,600,23
13697,346,126,610,360,23
13712,348,65,640,343,23
13713,344,91,640,377,23
13743,310,128,640,468,23
13744,88,11,518,317,23
13777,190,60,484,348,23
13807,16,0,310,240,23
13816,0,29,170,192,23
13880,15,25,262,232,23
14016,398,173,775,511,23
14048,356,191,766,600,23
14061,366,128,798,498,23
14065,328,145,720,455,23
14077,396,196,711,508,23
14079,205,88,603,506,23
14089,426,210,738,455,23
14337,0,253,463,713,23
14389,60,1,615,411,23
14453,56,11,660,600,23
14460,1,0,587,455,23
14562,54,56,232,228,23
14585,55,53,721,566,23
14624,132,24,560,444,23
14631,198,65,793,575,23
14673,288,13,800,418,23
14696,1,0,645,450,23
14697,21,2,601,412,23
14725,146,63,320,210,23
14733,36,61,232,230,23
14741,48,0,592,480,23
14773,25,11,718,541,23
14778,30,20,556,480,23
14793,128,6,700,435,23
14798,65,63,626,600,23
14809,100,24,576,480,23
14815,0,284,446,697,23
14820,8,122,597,735,23
14831,40,28,640,464,23
14833,28,10,580,480,23
14859,123,393,531,800,23
14860,286,88,636,416,23
14863,256,156,560,432,23
14864,36,44,572,422,23
14866,110,20,790,600,23
14872,65,20,626,583,23
14888,268,84,622,340,23
14891,26,38,576,438,23
14893,14,0,582,480,23
14898,398,180,780,565,23
14904,103,18,653,583,23
14905,22,0,632,478,23
14911,116,11,720,600,23
14970,301,0,798,398,23
14971,391,68,798,536,23
14979,88,0,540,480,23
15002,26,0,592,450,23
15015,21,0,598,450,23
15023,46,63,604,450,23
15025,45,28,540,432,23
15029,2,28,640,468,23
15069,98,53,565,362,23
15136,5,0,637,476,23
15150,84,1,492,418,23
15195,140,0,588,478,23
15219,70,0,437,343,23
15285,322,54,600,300,23
15296,20,0,528,345,23
15297,8,0,590,450,23
15299,50,43,570,430,23
15318,20,0,577,445,23
15325,6,0,600,443,23
15329,46,22,490,433,23
15344,0,0,480,374,23
15372,71,78,571,403,23
15449,4,8,604,480,23
15467,245,25,570,245,23
15502,50,0,523,430,23
15510,310,77,625,302,23
15523,73,57,521,400,23
15527,0,76,478,588,23
15538,76,31,514,449,23
15544,0,0,622,480,23
15553,2,72,480,590,23
15592,126,24,605,480,23
15595,0,0,600,365,23
15599,0,62,380,640,23
15633,60,27,547,411,23
15634,75,55,510,363,23
15638,0,165,379,572,23
15675,120,147,473,385,23
15685,276,52,555,326,23
15686,106,21,502,385,23
15707,240,0,533,228,23
15740,100,30,493,423,23
15750,0,10,612,608,23
15765,0,153,313,474,23
15846,233,1,600,435,23
15873,120,2,505,326,23
15886,23,11,475,351,23
15898,82,7,513,322,23
15901,257,33,600,314,23
15914,25,5,578,426,23
16001,44,0,628,442,23
16003,57,0,629,437,23
16039,51,21,586,420,23
16051,55,19,587,372,23
16087,80,0,600,450,23
16089,0,13,411,450,23
16090,53,0,578,450,23
16126,31,21,528,438,23
16130,120,43,556,441,23
16158,0,0,506,447,23
16268,28,31,597,442,23
16269,1,46,321,365,23
16386,272,71,596,387,23
16617,273,81,598,367,23
16660,72,2,400,275,23
16665,58,25,565,395,23
16677,1,1,600,448,23
16680,368,185,637,413,23
16692,65,6,600,478,23
16693,290,49,636,426,23
16698,204,26,640,380,23
16702,10,167,470,538,23
16709,141,35,470,359,23
2793,0,0,261,160,29
2794,0,0,382,266,29
2795,17,0,171,158,29
2796,76,18,381,260,29
2797,12,7,142,87,29
2798,36,12,258,165,29
2799,81,63,173,126,29
2800,0,14,182,150,29
2801,0,0,284,256,29
2802,0,0,226,163,29
2803,0,0,160,120,29
2804,6,19,160,106,29
2805,110,137,367,375,29
2806,0,8,187,136,29
2807,58,59,210,137,29
2808,0,0,570,246,29
2809,28,18,187,132,29
2810,0,0,475,287,29
2811,0,0,205,188,29
2812,0,0,258,205,29
2813,0,0,250,172,29
2814,43,18,192,110,29
2815,0,14,180,168,29
2816,0,21,511,340,29
2817,0,22,300,225,29
2818,0,27,270,240,29
2819,0,7,300,214,29
2820,0,0,300,226,29
2821,21,36,351,221,29
2822,30,7,217,162,29
2823,9,14,160,114,29
2824,0,16,185,139,29
2825,0,29,460,345,29
2826,0,15,216,146,29
2827,26,35,369,260,29
2828,0,32,219,142,29
2829,6,19,164,121,29
2830,0,15,211,158,29
2831,45,0,500,375,29
2832,35,127,279,273,29
2833,0,9,224,157,29
2834,0,31,220,146,29
2835,0,108,330,285,29
2836,8,102,380,285,29
2837,0,47,380,285,29
2838,17,37,296,187,29
2839,0,0,120,90,29
2840,0,9,279,240,29
2841,0,0,300,225,29
2842,33,0,255,142,29
2843,0,27,180,135,29
2844,0,131,440,534,29
2845,0,59,198,145,29
2846,15,12,475,338,29
2847,0,25,500,350,29
2848,0,0,240,400,29
2849,0,11,176,150,29
2850,0,0,192,123,29
2851,0,0,500,375,29
2852,71,70,446,355,29
2853,0,0,250,188,29
2854,10,17,222,150,29
2855,0,52,400,245,29
2856,0,64,250,212,29
2857,82,15,433,321,29
2858,0,19,225,166,29
2859,0,0,420,319,29
2860,0,0,420,352,29
2861,30,20,141,106,29
2862,20,22,458,270,29
2863,0,0,180,135,29
2864,0,18,229,152,29
2865,0,0,180,135,29
2866,0,14,190,126,29
2867,0,20,210,131,29
2868,0,10,250,183,29
2869,15,0,395,223,29
2870,0,0,240,381,29
2871,0,6,195,137,29
2872,0,13,180,112,29
2873,48,29,207,122,29
2874,0,136,640,396,29
2875,52,43,249,181,29
2876,0,25,500,365,29
2877,0,0,300,220,29
2878,0,41,640,462,29
2879,0,0,270,202,29
2880,0,0,500,375,29
2881,0,16,180,117,29
2882,14,33,388,254,29
2883,16,31,201,118,29
2884,52,0,800,562,29
2885,4,1,174,133,29
2886,0,26,250,250,29
2887,0,0,220,132,29
2888,0,0,300,163,29
2889,30,8,223,121,29
2890,0,14,400,325,29
2891,0,0,400,333,29
2892,0,0,376,211,29
5375,1,0,342,427,29
6869,0,0,360,480,29
9165,30,150,336,340,29
9166,48,43,292,408,29
9167,61,40,271,373,29
9168,96,108,303,315,29
9198,18,54,327,375,29
9199,0,3,360,412,29
9200,0,0,360,480,29
9225,82,28,279,399,29
9250,42,60,264,258,29
9267,67,6,417,345,29
9268,69,36,394,330,29
13616,115,0,710,596,29
14085,64,16,600,458,29
14542,0,11,591,788,29
14543,0,0,800,600,29
14587,10,168,572,702,29
14648,68,21,592,478,29
15249,144,87,293,214,29
15252,32,195,475,668,29
15253,153,35,733,369,29
15254,133,14,658,456,29
15338,60,74,613,445,29
15575,240,30,480,290,29
15580,112,66,500,432,29
15745,5,143,266,422,29
15753,10,34,432,333,29
15775,16,71,600,398,29
15811,0,42,600,426,29
15877,0,0,537,426,29
16345,12,28,640,294,29
16356,76,142,572,372,29
16661,46,6,505,333,29
81,341,156,632,404,89
83,317,221,578,456,89
92,463,268,800,586,89
12061,215,56,400,240,89
12062,545,320,790,593,89
12063,92,91,509,408,89
12064,3,0,726,600,89
12065,198,131,365,268,89
12066,2,16,400,285,89
12067,0,0,750,574,89
12068,0,22,309,214,89
12069,12,13,298,235,89
12070,15,4,274,200,89
12071,0,0,320,223,89
12072,40,10,353,221,89
12073,26,0,776,560,89
12074,7,0,347,283,89
12075,34,7,309,191,89
12076,14,0,198,128,89
12078,44,36,602,480,89
12079,470,211,800,563,89
12080,13,21,277,157,89
12081,490,221,791,525,89
12082,443,241,756,545,89
12083,34,8,253,160,89
12084,480,201,800,530,89
12085,36,21,278,191,89
12086,505,301,766,505,89
12087,3,10,300,194,89
12089,0,50,240,254,89
12090,0,0,500,333,89
12091,0,108,214,299,89
12092,0,0,365,285,89
12093,59,18,318,203,89
12095,223,180,355,324,89
12096,6,65,173,184,89
12097,50,8,558,480,89
12098,75,0,701,442,89
12099,33,23,600,414,89
12100,523,241,800,538,89
12101,7,0,349,232,89
12102,0,0,750,581,89
12103,25,0,756,600,89
12104,11,3,282,222,89
12105,0,16,350,339,89
12106,0,140,450,575,89
12107,1,10,397,296,89
12108,4,51,240,250,89
12109,10,10,356,300,89
12110,0,2,314,260,89
12111,48,25,800,600,89
12112,0,73,211,294,89
12113,17,3,257,190,89
12114,57,4,448,336,89
12115,0,0,262,300,89
12116,1,74,121,168,89
12117,0,0,400,300,89
12118,26,9,389,291,89
12119,94,0,622,480,89
12120,0,13,330,290,89
12121,0,76,480,634,89
12122,37,15,416,362,89
12123,103,21,421,277,89
12124,32,36,600,450,89
12125,17,18,389,285,89
12126,7,7,427,315,89
12127,117,136,435,352,89
12128,2,10,293,252,89
12129,311,153,800,600,89
12130,297,0,450,136,89
12131,0,4,180,220,89
12132,14,3,313,240,89
12133,0,0,600,450,89
12134,9,3,316,240,89
12135,226,109,445,326,89
12136,7,0,463,351,89
12137,3,0,380,268,89
12138,280,199,512,428,89
12139,15,11,370,284,89
12140,24,5,286,223,89
12141,249,152,448,333,89
12142,193,0,400,171,89
12143,0,0,420,315,89
12144,0,8,334,453,89
12145,0,76,280,541,89
12146,0,0,280,373,89
12147,250,123,433,314,89
12148,22,109,170,235,89
12148,124,4,260,125,89
12149,28,18,358,282,89
12150,2,183,398,588,89
12151,0,0,300,407,89
12152,0,0,467,338,89
12153,16,12,419,388,89
12154,3,43,500,449,89
12155,8,158,318,448,89
12156,0,98,511,566,89
12157,431,90,800,460,89
12158,3,0,399,300,89
12159,9,0,252,204,89
12160,0,0,778,600,89
14013,125,38,398,221,89
14017,438,236,771,543,89
14041,540,115,800,313,89
14052,15,160,216,330,89
14063,35,153,281,341,89
14064,443,161,755,425,89
14078,510,131,741,356,89
14685,323,135,715,410,89
14853,90,172,420,474,89
15667,246,11,425,180,89
16012,250,1,432,136,89
16017,325,151,576,390,89
16033,322,0,533,155,89
16035,37,0,328,207,89
16266,10,43,196,195,89
82,88,93,264,249,86
7293,372,18,546,134,86
10668,112,39,251,171,86
11704,0,2,308,226,86
11705,15,40,204,192,86
11706,0,0,448,288,86
11707,0,0,250,181,86
11708,0,0,430,322,86
11709,12,18,261,217,86
11710,2,0,306,240,86
11711,27,106,288,294,86
11712,0,11,302,198,86
11713,0,4,320,240,86
11714,0,61,785,536,86
11715,4,0,250,187,86
11716,0,4,223,187,86
11717,0,6,240,320,86
